Detailed Story ID,Epic,Capability,Feature Group,Story Type,Source Control Row,Original Release,Proposed Wave,Priority,Baseline Evidence Status,Reconciled Evidence Status,Reconciliation Confidence,Reconciliation Basis,User Story,Acceptance Criteria Summary,Remaining Scope Context,Legal/Domain Revalidation,Dependency Epics
PLN-E09-024,E09,India Statutory Rules,Maintain legal-source and rule lineage,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Compliance Counsel, I need to maintain legal-source and rule lineage, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Every rule version links to authority, document, publication/effective dates, review status and approval evidence. Source-derived checks: No production statutory rule should be activated without a linked legal or authority source.","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-025,E09,India Statutory Rules,"Provide statutory calendar, exceptions and reconciliation dashboards",Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Compliance Lead, I need to provide statutory calendar, exceptions and reconciliation dashboards, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Upcoming obligations, unresolved coverage/configuration exceptions, submission status and liability/payment differences are visible. Source-derived checks: The statutory calendar must generate obligation instances for:","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E10-001,E10,Off-cycle & Final Settlement,Create a correction case and route decision,Business / Workflow,E10-01,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Corrections Specialist, I need to create a correction case and route decision, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Effective date, payroll, payment, filing and accounting states produce a recommended route; an authorised user records the approved route. Source-derived checks: Every changed record should be routed using:","Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E07,E08,E09"
PLN-E10-002,E10,Off-cycle & Final Settlement,Operate correction-case lifecycle and partial completion,Business / Workflow,E10-01,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Corrections Specialist, I need to operate correction-case lifecycle and partial completion, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Cases preserve assessment, approval, calculation, payment/recovery, statutory and accounting completion independently. Source-derived checks: A case may remain partially completed when payroll payment is complete but statutory or accounting correction is pending.","Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E07,E08,E09"
PLN-E10-003,E10,Off-cycle & Final Settlement,Create controlled off-cycle payroll runs,Business / Workflow,E10-01,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Operations Lead, I need to create controlled off-cycle payroll runs, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Off-cycle runs use approved calculation, tax, statutory, balance, approval and audit controls outside the regular schedule. Source-derived checks: An off-cycle payroll is a controlled payroll calculation and payment process outside the employee’s regular payroll schedule.","Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E07,E08,E09"
PLN-E10-004,E10,Off-cycle & Final Settlement,Support explicit off-cycle types and policies,Business / Workflow,E10-01,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Operations Lead, I need to support explicit off-cycle types and policies, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Each type defines eligible components, population, tax/statutory treatment, deductions, payment method and statement type. Source-derived checks: Payslip or statement type / Whether deductions are applied / Whether regular salary is included","Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E07,E08,E09"
PLN-E10-005,E10,Off-cycle & Final Settlement,Resolve off-cycle population and deductions,Business / Workflow,E10-01,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Operations Specialist, I need to resolve off-cycle population and deductions, so that the payroll capability operates with controlled, reproducible and auditable outcomes.",Every included employee has a reason; deductions and balance feeds follow type-specific policy and prevent accidental regular-population inclusion. Source-derived checks: Every employee requires an inclusion reason. / An off-cycle run must not automatically include the entire regular pay group unless expressly configured.,"Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E07,E08,E09"
PLN-E10-006,E10,Off-cycle & Final Settlement,Route missed regular payments correctly,Business / Workflow,E10-01,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Operations Specialist, I need to route missed regular payments correctly, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","The route distinguishes not calculated, not approved, unreleased, unsubmitted, rejected, returned and paid states. Source-derived checks: The system must determine whether payroll was:","Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E07,E08,E09"
PLN-E10-007,E10,Off-cycle & Final Settlement,"Process bonus, commission and emergency payments",Business / Workflow,E10-01,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Operations Specialist, I need to process bonus, commission and emergency payments, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Earning period, approval, tax/statutory classification, cost allocation, duplicate check and later reconciliation are mandatory. Source-derived checks: Target versus actual bonus / Negative commission carried forward","Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E07,E08,E09"
PLN-E10-008,E10,Off-cycle & Final Settlement,Manage salary advances separately from loans and earned-wage access,Business / Workflow,E10-01,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Operations Specialist, I need to manage salary advances separately from loans and earned-wage access, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Product type determines authority, disbursement, recovery schedule, tax/accounting treatment and employee consent. Source-derived checks: The system must distinguish:","Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E07,E08,E09"
PLN-E10-009,E10,Off-cycle & Final Settlement,Create authorised recovery cases and plans,Business / Workflow,E10-01,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Recovery Specialist, I need to create authorised recovery cases and plans, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Recoveries retain source liability, authority, consent, priority, permitted instalment and dispute status; negative earnings are not a substitute. Source-derived checks: Recoveries may arise from: / Final-settlement shortfall","Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E07,E08,E09"
PLN-E10-010,E10,Off-cycle & Final Settlement,Calculate recovery capacity and shortfall,Business / Workflow,E10-01,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Recovery Service, I need to calculate recovery capacity and shortfall, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Current recovery is capped by outstanding balance, scheduled amount, legal capacity and protected net; shortfall follows an approved route. Source-derived checks: available_recovery_capacity = / permitted_deduction_capacity / higher_priority_deductions","Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E07,E08,E09"
PLN-E10-011,E10,Off-cycle & Final Settlement,Classify and resolve payroll overpayments,Business / Workflow,E10-01,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Recovery Specialist, I need to classify and resolve payroll overpayments, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Gross, net, tax, contribution, duplicate-payment and non-payroll receivable cases use distinct correction and recovery treatment. Source-derived checks: The system must distinguish:","Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E07,E08,E09"
PLN-E10-012,E10,Off-cycle & Final Settlement,"Process refunds, waivers and write-offs",Business / Workflow,E10-01,R3,P8,Must,NOT STARTED,NOT STARTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Recovery Specialist, I need to process refunds, waivers and write-offs, so that the payroll capability operates with controlled, reproducible and auditable outcomes.",Refunds reference original deductions; waiver and write-off remain separate approved actions with tax and accounting impact. Source-derived checks: Refunds must reference the original deduction result. / A refund must not be entered as an unrelated allowance.,"Retro corrections, off-cycle runs, reversals, recoveries, advances, negative-net handling, final settlement, legal deadlines and settlement documents.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E06,E07,E08,E09"
